"","name","usage","count","Type1","Type2","bst","hp","atk","def","spatk","spdef","spd","mult_Grass","mult_Normal","mult_Water","mult_Dragon","mult_Electric","mult_Fighting","mult_Poison","mult_Fire","mult_Bug","mult_Ice","mult_Psychic","mult_Ghost","mult_Dark","mult_Flying","mult_Rock","mult_Steel","mult_Fairy","mult_Ground","pivot","hazard_control","hazard","total"
"285","Meowth",0.00198571428571429,505,"Normal","",290,40,45,35,40,40,90,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"1","0","1",27120200
"286","Meowth-Galar",0.000571428571428571,130,"Steel","",290,50,65,55,40,40,40,0.5,0.5,1,0.5,1,2,0,2,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,2,"1","0","1",27120200
"287","Mesprit",0.01707,438,"Psychic","",580,80,105,105,105,105,80,1,1,1,1,1,0.5,1,1,2,1,0.5,2,2,1,1,1,1,1,"1","0","1",27120200
"288","Mew",0.25284,6486,"Psychic","",600,100,100,100,100,100,100,1,1,1,1,1,0.5,1,1,2,1,0.5,2,2,1,1,1,1,1,"1","0","1",27120200
"289","Mimikyu",1.388,367509,"Ghost","Fairy",476,55,90,80,50,105,96,1,0,1,0,1,0,1,1,0.25,1,1,2,1,1,1,2,1,1,"0","0","0",27120200
"290","Misdreavus",0.0296742857142857,7234,"Ghost","",435,60,60,60,85,85,85,1,0,1,1,1,0,0.5,1,0.5,1,1,2,2,1,1,1,1,1,"0","0","0",27120200
"291","Mismagius",0.260925714285714,67217,"Ghost","",495,60,60,60,105,105,105,1,0,1,1,1,0,0.5,1,0.5,1,1,2,2,1,1,1,1,1,"0","0","0",27120200
"292","Moltres",0.1196,3068,"Fire","Flying",580,90,100,90,125,85,90,0.25,1,2,1,2,0.5,1,0.5,0.25,1,1,1,1,1,4,0.5,0.5,0,"1","0","0",27120200
"293","Moltres-Galar",0.30741,7886,"Dark","Flying",580,90,85,90,100,125,90,0.5,1,1,1,2,1,1,1,1,2,0,0.5,0.5,1,2,1,2,0,"1","0","0",27120200
"294","Morgrem",0.00895571428571429,2590,"Dark","Fairy",370,65,60,45,75,55,70,1,1,1,0,1,1,2,1,1,1,0,0.5,0.25,1,1,2,2,1,"0","0","0",27120200
"295","Mudbray",0.00520428571428571,1054,"Ground","",385,70,100,70,45,55,45,2,1,2,1,0,1,0.5,1,1,2,1,1,1,1,0.5,1,1,1,"0","0","1",27120200
"296","Mudsdale",0.185641428571429,47592,"Ground","",500,100,125,100,55,85,35,2,1,2,1,0,1,0.5,1,1,2,1,1,1,1,0.5,1,1,1,"0","0","1",27120200
"297","Muk",0.151611428571429,38668,"Poison","",500,105,105,75,65,100,50,0.5,1,1,1,1,0.5,0.5,1,0.5,1,2,1,1,1,1,1,0.5,2,"0","0","1",27120200
"298","Muk-Alola",0.19834,5088,"Poison","Dark",500,105,105,75,65,100,50,0.5,1,1,1,1,1,0.5,1,1,1,0,0.5,0.5,1,1,1,1,2,"0","0","1",27120200
"299","Murkrow",0.169561428571429,50011,"Dark","Flying",405,60,85,42,85,42,91,0.5,1,1,1,2,1,1,1,1,2,0,0.5,0.5,1,2,1,2,0,"1","0","0",27120200
"300","Nacli",0.00206,551,"Rock","",280,55,55,75,35,35,25,2,0.5,2,1,1,2,0.5,0.5,1,1,1,1,1,0.5,1,2,1,2,"0","0","1",27120200
"301","Naclstack",0.05659,15860,"Rock","",355,60,60,100,35,65,35,2,0.5,2,1,1,2,0.5,0.5,1,1,1,1,1,0.5,1,2,1,2,"0","0","1",27120200
"302","Noibat",0.000571428571428571,140,"Flying","Dragon",245,40,30,35,45,40,55,0.25,1,0.5,2,1,0.5,1,0.5,0.5,4,1,1,1,1,2,1,2,0,"1","1","0",27120200
"303","Noivern",0.805304285714286,215146,"Flying","Dragon",535,85,70,80,97,80,123,0.25,1,0.5,2,1,0.5,1,0.5,0.5,4,1,1,1,1,2,1,2,0,"1","1","0",27120200
"304","Numel",0.00513,1378,"Fire","Ground",305,60,60,40,65,45,35,1,1,4,1,0,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0.5,2,"0","0","1",27120200
"305","Nymble",0.00167857142857143,424,"Bug","",210,33,46,40,21,25,45,0.5,1,1,1,1,0.5,1,2,1,1,1,1,1,2,2,1,1,0.5,"1","0","0",27120200
"306","Oinkologne",0.0466171428571429,13887,"Normal","",489,110,100,75,59,80,65,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"307","Oinkologne-F",0.0199928571428571,6236,"Poison","",275,55,47,52,40,40,41,0.5,1,1,1,1,0.5,0.5,1,0.5,1,2,1,1,1,1,1,0.5,2,"0","0","0",27120200
"308","Oranguru",0.02126,5865,"Normal","Psychic",490,90,60,80,90,110,60,1,1,1,1,1,1,1,1,2,1,0.5,0,2,1,1,1,1,1,"0","0","0",27120200
"309","Oricorio",0.07297,19811,"Fire","Flying",476,75,70,70,98,70,93,0.25,1,2,1,2,0.5,1,0.5,0.25,1,1,1,1,1,4,0.5,0.5,0,"1","1","0",27120200
"310","Oricorio-Pa'u",0.0134185714285714,3620,"Psychic","Flying",476,75,70,70,98,70,93,0.5,1,1,1,2,0.25,1,1,1,2,0.5,2,2,1,2,1,1,0,"1","1","0",27120200
"311","Oricorio-Pom-Pom",0.134105714285714,32195,"Electric","Flying",476,75,70,70,98,70,93,0.5,1,1,1,1,0.5,1,1,0.5,2,1,1,1,0.5,2,0.5,1,0,"1","1","0",27120200
"312","Oricorio-Sensu",0.08948,25312,"Ghost","Flying",476,75,70,70,98,70,93,0.5,0,1,1,2,0,0.5,1,0.25,2,1,2,2,1,2,1,1,0,"1","1","0",27120200
"313","Orthworm",5.15136714285714,1347999,"Steel","",480,70,85,145,60,55,65,0.5,0.5,1,0.5,1,2,0,2,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,2,"0","0","1",27120200
"314","Oshawott",0.001495,73,"Water","",308,55,55,45,63,45,45,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"1","0","0",27120200
"315","Overqwil",0.56521,14499,"Dark","Poison",510,85,115,95,65,65,85,0.5,1,1,1,1,1,0.5,1,1,1,0,0.5,0.5,1,1,1,1,2,"0","0","1",27120200
"316","Pachirisu",0.0386071428571429,9881,"Electric","",405,60,45,70,45,90,95,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","0","0",27120200
"317","Palafin",17.34723,878233,"Water","",457,100,70,72,53,62,100,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"1","0","0",27120200
"318","Palossand",0.129982857142857,33671,"Ghost","Ground",480,85,75,110,100,75,35,2,0,2,1,0,0,0.25,1,0.5,2,1,2,2,1,0.5,1,1,1,"0","0","1",27120200
"319","Passimian",0.0382157142857143,9166,"Fighting","",490,100,120,90,40,60,80,1,1,1,1,1,1,1,1,0.5,1,2,1,0.5,2,0.5,1,2,1,"1","0","0",27120200
"320","Pawmi",0.00173428571428571,428,"Electric","",240,45,50,20,40,25,60,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","0","0",27120200
"321","Pawmo",0.00251714285714286,730,"Electric","Fighting",350,60,75,40,50,40,85,1,1,1,1,0.5,1,1,1,0.5,1,2,1,0.5,1,0.5,0.5,2,2,"1","0","0",27120200
"322","Pawmot",2.95910428571429,878099,"Electric","Fighting",490,70,115,70,70,60,105,1,1,1,1,0.5,1,1,1,0.5,1,2,1,0.5,1,0.5,0.5,2,2,"1","0","0",27120200
"323","Pawniard",0.00626857142857143,1415,"Dark","Steel",340,45,85,70,40,40,60,0.5,0.5,1,0.5,1,4,0,2,1,0.5,0,0.5,0.5,0.5,0.5,0.5,1,2,"0","0","1",27120200
"324","Pelipper",4.43151714285714,1149156,"Water","Flying",440,60,50,100,95,70,65,1,1,0.5,1,4,0.5,1,0.5,0.5,1,1,1,1,1,2,0.5,1,0,"1","0","0",27120200
"325","Perrserker",0.0421785714285714,11270,"Steel","",440,70,110,100,50,60,50,0.5,0.5,1,0.5,1,2,0,2,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,2,"1","0","1",27120200
"326","Persian",0.0565985714285714,14226,"Normal","",440,65,70,60,65,65,115,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"1","0","0",27120200
"327","Persian-Alola",0.0214,549,"Dark","",440,65,60,60,75,65,115,1,1,1,1,1,2,1,1,2,1,0,0.5,0.5,1,1,1,2,1,"1","0","0",27120200
"328","Petilil",0.000725714285714286,187,"Grass","",280,45,35,50,70,50,30,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"0","0","0",27120200
"329","Phanpy",0.00735857142857143,1702,"Ground","",330,90,60,60,40,40,40,2,1,2,1,0,1,0.5,1,1,2,1,1,1,1,0.5,1,1,1,"0","0","1",27120200
"330","Pichu",0.00401714285714286,987,"Electric","",205,20,40,15,35,35,60,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","0","0",27120200
"331","Pikachu",0.169307142857143,40871,"Electric","",320,35,55,40,50,50,90,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","0","0",27120200
"332","Pincurchin",1.26433142857143,344268,"Electric","",435,48,101,95,91,85,15,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"0","0","1",27120200
"333","Pineco",0.0115914285714286,2517,"Bug","",290,50,65,90,35,35,15,0.5,1,1,1,1,0.5,1,2,1,1,1,1,1,2,2,1,1,0.5,"0","1","1",27120200
"334","Polteageist",1.63472714285714,383181,"Ghost","",508,60,65,65,134,114,70,1,0,1,1,1,0,0.5,1,0.5,1,1,2,2,1,1,1,1,1,"0","0","0",27120200
"335","Primeape",0.241317142857143,63233,"Fighting","",455,65,105,60,60,70,95,1,1,1,1,1,1,1,1,0.5,1,2,1,0.5,2,0.5,1,2,1,"1","0","1",27120200
"336","Psyduck",0.00407,902,"Water","",320,50,52,48,65,50,55,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"1","0","0",27120200
"337","Pupitar",0.00210714285714286,541,"Rock","Ground",410,70,84,70,65,70,51,4,0.5,4,1,0,2,0.25,0.5,1,2,1,1,1,0.5,0.5,2,1,2,"0","0","1",27120200
"338","Pyroar",0.07638,20971,"Fire","Normal",507,86,68,72,109,66,106,0.5,1,2,1,1,2,1,0.5,0.5,0.5,1,0,1,1,2,0.5,0.5,2,"0","0","0",27120200
"339","Quagsire",0.873224285714286,255186,"Water","Ground",430,95,85,85,65,65,35,4,1,1,1,0,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,1,"0","0","1",27120200
"340","Quaquaval",7.56679857142857,2276134,"Water","Fighting",530,85,120,80,85,75,85,2,1,0.5,1,2,1,1,0.5,0.5,0.5,2,1,0.5,2,0.5,0.5,2,1,"1","1","0",27120200
"341","Quaxly",0.00443,1126,"Water","",310,55,65,45,50,45,50,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"0","1","0",27120200
"342","Quaxwell",0.00553428571428571,1550,"Water","",410,70,85,65,65,60,65,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"1","1","0",27120200
"343","Quilava",0.00088,44,"Fire","",405,58,64,58,80,65,80,0.5,1,2,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,0.5,0.5,2,"0","0","0",27120200
"344","Quilladin",0.00292,75,"Grass","",405,61,78,95,56,58,57,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"0","0","1",27120200
"345","Qwilfish",0.08426,21489,"Water","Poison",440,65,95,85,55,55,85,1,1,0.5,1,2,0.5,0.5,0.5,0.5,0.5,2,1,1,1,1,0.5,0.5,2,"1","0","1",27120200
"346","Qwilfish-Hisui",0.06479,1662,"Fire","Rock",350,60,75,45,65,50,55,1,0.5,4,1,1,2,0.5,0.25,0.5,0.5,1,1,1,0.5,2,1,0.5,4,"0","0","1",27120200
"347","Raboot",0.005168,753,"Fire","",420,65,86,60,55,60,94,0.5,1,2,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,0.5,0.5,2,"1","0","0",27120200
"348","Rabsca",0.447955714285714,141294,"Bug","Psychic",470,75,50,85,115,100,45,0.5,1,1,1,1,0.25,1,2,2,1,0.5,2,2,2,2,1,1,0.5,"0","0","0",27120200
"349","Raichu",0.125477142857143,32728,"Electric","",485,60,90,55,90,80,110,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","0","0",27120200
"350","Raichu-Alola",0.04448,1141,"Electric","Psychic",485,60,85,50,95,85,110,1,1,1,1,0.5,0.5,1,1,2,1,0.5,2,2,0.5,1,0.5,1,2,"1","0","0",27120200
"351","Ralts",0.00348,988,"Psychic","Fairy",198,28,25,25,45,35,40,1,1,1,0,1,0.25,2,1,1,1,0.5,2,1,1,1,2,1,1,"0","0","0",27120200
"352","Regidrago",0.25003,6414,"Dragon","",580,200,100,50,100,50,80,0.5,1,0.5,2,0.5,1,1,0.5,1,2,1,1,1,1,1,1,2,1,"0","0","0",27120200
"353","Regieleki",4.53096,116231,"Electric","",580,80,100,50,100,50,200,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","1","0",27120200
"354","Rellor",0.00175571428571429,442,"Bug","",270,41,50,60,31,58,30,0.5,1,1,1,1,0.5,1,2,1,1,1,1,1,2,2,1,1,0.5,"0","0","0",27120200
"355","Revavroom",0.560585714285714,172154,"Steel","Poison",500,80,119,90,54,67,90,0.25,0.5,1,0.5,1,1,0,2,0.25,0.5,1,1,1,0.5,0.5,0.5,0.25,4,"0","0","1",27120200
"356","Rillaboom",0.62656,16073,"Grass","",530,100,125,90,60,70,85,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"1","0","0",27120200
"357","Riolu",0.01445,3298,"Fighting","",285,40,70,40,35,40,60,1,1,1,1,1,1,1,1,0.5,1,2,1,0.5,2,0.5,1,2,1,"0","0","0",27120200
"358","Roaring Moon",13.9531228571429,3860453,"Dragon","Dark",590,105,139,71,55,101,119,0.5,1,0.5,2,0.5,2,1,0.5,2,2,0,0.5,0.5,1,1,1,4,1,"1","0","0",27120200
"359","Rockruff",0.00108428571428571,249,"Rock","",280,45,65,40,30,40,60,2,0.5,2,1,1,2,0.5,0.5,1,1,1,1,1,0.5,1,2,1,2,"0","0","1",27120200
"360","Rolycoly",0.00312571428571429,637,"Rock","",240,30,40,50,40,50,30,2,0.5,2,1,1,2,0.5,0.5,1,1,1,1,1,0.5,1,2,1,2,"0","1","1",27120200
"361","Rookidee",0.00044,103,"Flying","",245,38,47,35,33,35,57,0.5,1,1,1,2,0.5,1,1,0.5,2,1,1,1,1,2,1,1,0,"1","1","0",27120200
"362","Rotom",0.0246857142857143,6430,"Electric","Ghost",440,50,50,77,95,77,91,1,0,1,1,0.5,0,0.5,1,0.5,1,1,2,2,0.5,1,0.5,1,2,"1","0","0",27120200
"363","Rotom-Fan",0.0407585714285714,11299,"Electric","Flying",520,50,65,107,105,107,86,0.5,1,1,1,1,0.5,1,1,0.5,2,1,1,1,0.5,2,0.5,1,0,"1","0","0",27120200
"364","Rotom-Frost",0.0964642857142857,26097,"Electric","Ice",520,50,65,107,105,107,86,1,1,1,1,0.5,2,1,2,1,0.5,1,1,1,0.5,2,1,1,2,"1","0","0",27120200
"365","Rotom-Heat",0.620891428571429,166113,"Electric","Fire",520,50,65,107,105,107,86,0.5,1,2,1,0.5,1,1,0.5,0.5,0.5,1,1,1,0.5,2,0.25,0.5,4,"1","0","0",27120200
"366","Rotom-Mow",0.26857,75021,"Electric","Grass",520,50,65,107,105,107,86,0.5,1,0.5,1,0.25,1,2,2,2,2,1,1,1,1,1,0.5,1,1,"1","0","0",27120200
"367","Rotom-Wash",12.8555985714286,3202699,"Electric","Water",520,50,65,107,105,107,86,2,1,0.5,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,0.25,1,2,"1","0","0",27120200
"368","Rowlet",0.00689333333333333,505,"Grass","Flying",320,68,55,55,50,50,42,0.25,1,0.5,1,1,0.5,2,2,1,4,1,1,1,2,2,1,1,0,"0","1","0",27120200
"369","Rufflet",0.00340428571428571,792,"Normal","Flying",350,70,83,50,37,50,60,0.5,1,1,1,2,1,1,1,0.5,2,1,0,1,1,2,1,1,0,"1","1","0",27120200
"370","Sableye",0.382517142857143,98334,"Dark","Ghost",380,50,75,75,65,65,50,1,0,1,1,1,0,0.5,1,1,1,0,1,1,1,1,1,2,1,"0","0","0",27120200
"371","Salamence",0.99366,253339,"Dragon","Flying",600,95,135,80,110,80,100,0.25,1,0.5,2,1,0.5,1,0.5,0.5,4,1,1,1,1,2,1,2,0,"0","0","0",27120200
"372","Salandit",0.00213857142857143,503,"Poison","Fire",320,48,44,40,71,40,77,0.25,1,2,1,1,0.5,0.5,0.5,0.25,0.5,2,1,1,1,2,0.5,0.25,4,"0","0","0",27120200
"373","Salazzle",0.532621428571429,135340,"Poison","Fire",480,68,64,60,111,60,117,0.25,1,2,1,1,0.5,0.5,0.5,0.25,0.5,2,1,1,1,2,0.5,0.25,4,"0","0","0",27120200
"374","Samurott",0.41478,30309,"Water","",528,95,100,85,108,70,70,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"1","0","1",27120200
"375","Samurott-Hisui",3.30726,84840,"Fire","Rock",350,60,75,45,65,50,55,1,0.5,4,1,1,2,0.5,0.25,0.5,0.5,1,1,1,0.5,2,1,0.5,4,"0","0","1",27120200
"376","Sandaconda",0.0955442857142857,25600,"Ground","",510,72,107,125,65,70,71,2,1,2,1,0,1,0.5,1,1,2,1,1,1,1,0.5,1,1,1,"0","0","1",27120200
"377","Sandile",0.000774285714285714,174,"Ground","Dark",292,50,72,35,35,35,65,2,1,2,1,0,2,0.5,1,2,2,0,0.5,0.5,1,0.5,1,2,1,"0","0","1",27120200
"378","Sandy Shocks",2.26038571428571,609839,"Electric","Ground",570,85,81,97,121,85,101,2,1,2,1,0,1,0.5,1,1,2,1,1,1,0.5,0.5,0.5,1,2,"1","0","1",27120200
"379","Sandygast",0.00102285714285714,217,"Ghost","Ground",320,55,55,80,70,45,15,2,0,2,1,0,0,0.25,1,0.5,2,1,2,2,1,0.5,1,1,1,"0","0","1",27120200
"380","Sawsbuck",0.121585714285714,33824,"Normal","Grass",475,80,100,70,60,70,95,0.5,1,0.5,1,0.5,2,2,2,2,2,1,0,1,2,1,1,1,0.5,"0","0","0",27120200
"381","Scatterbug",0.000625714285714286,152,"Bug","",200,38,35,40,27,25,35,0.5,1,1,1,1,0.5,1,2,1,1,1,1,1,2,2,1,1,0.5,"0","0","0",27120200
"382","Scizor",5.97435428571429,1770280,"Bug","Steel",500,70,130,100,55,80,65,0.25,0.5,1,0.5,1,1,0,4,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,"1","1","0",27120200
"383","Scorbunny",0.00102,160,"Fire","",310,50,71,40,40,40,69,0.5,1,2,1,1,1,1,0.5,0.5,0.5,1,1,1,1,2,0.5,0.5,2,"1","0","0",27120200
"384","Scovillain",1.41755142857143,419121,"Grass","Fire",486,65,108,65,108,65,75,0.25,1,1,1,0.5,1,2,1,1,1,1,1,1,2,2,0.5,0.5,1,"0","0","0",27120200
"385","Scream Tail",2.30473714285714,640042,"Fairy","Psychic",570,115,65,99,65,115,111,1,1,1,0,1,0.25,2,1,1,1,0.5,2,1,1,1,2,1,1,"0","0","1",27120200
"386","Scyther",0.129418571428571,31800,"Bug","Flying",500,70,110,80,55,80,105,0.25,1,1,1,2,0.25,1,2,0.5,2,1,1,1,2,4,1,1,0,"1","1","0",27120200
"387","Seviper",0.0383642857142857,9938,"Poison","",458,73,100,60,100,60,65,0.5,1,1,1,1,0.5,0.5,1,0.5,1,2,1,1,1,1,1,0.5,2,"0","0","0",27120200
"388","Shelgon",0.00652428571428572,1443,"Dragon","",420,65,95,100,60,50,50,0.5,1,0.5,2,0.5,1,1,0.5,1,2,1,1,1,1,1,1,2,1,"0","0","0",27120200
"389","Shellder",0.00182,408,"Water","",305,30,65,100,45,25,40,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"0","0","1",27120200
"390","Shellos",0.00121142857142857,307,"Water","",325,76,48,48,57,62,34,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"0","0","1",27120200
"391","Shinx",0.000431428571428571,123,"Electric","",263,45,65,34,40,34,45,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,2,"1","0","0",27120200
"392","Shroodle",0.00412714285714286,1011,"Poison","Normal",290,40,65,35,40,35,75,0.5,1,1,1,1,1,0.5,1,0.5,1,2,0,1,1,1,1,0.5,2,"1","0","0",27120200
"393","Shroomish",0.00460571428571429,1031,"Grass","",295,60,40,60,40,60,35,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"0","0","0",27120200
"394","Shuppet",0.000645714285714286,175,"Ghost","",295,44,75,35,63,33,45,1,0,1,1,1,0,0.5,1,0.5,1,1,2,2,1,1,1,1,1,"0","0","0",27120200
"395","Silicobra",0.000505714285714286,148,"Ground","",315,52,57,75,35,50,46,2,1,2,1,0,1,0.5,1,1,2,1,1,1,1,0.5,1,1,1,"0","0","1",27120200
"396","Sinistea",0.00345857142857143,719,"Ghost","",308,40,45,45,74,54,50,1,0,1,1,1,0,0.5,1,0.5,1,1,2,2,1,1,1,1,1,"0","0","0",27120200
"397","Skeledirge",11.7901685714286,3211651,"Fire","Ghost",530,104,75,100,110,75,66,0.5,0,2,1,1,0,0.5,0.5,0.25,0.5,1,2,2,1,2,0.5,0.5,2,"0","0","0",27120200
"398","Skiddo",0.000337142857142857,87,"Grass","",350,66,65,48,62,57,52,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"0","0","0",27120200
"399","Skiploom",0.00176285714285714,477,"Grass","Flying",340,55,45,50,45,65,80,0.25,1,0.5,1,1,0.5,2,2,1,4,1,1,1,2,2,1,1,0,"1","0","0",27120200
"400","Skrelp",0.000658571428571429,149,"Poison","Water",320,50,60,60,60,60,30,1,1,0.5,1,2,0.5,0.5,0.5,0.5,0.5,2,1,1,1,1,0.5,0.5,2,"1","0","1",27120200
"401","Skuntank",0.0651528571428572,15451,"Poison","Dark",479,103,93,67,71,61,84,0.5,1,1,1,1,1,0.5,1,1,1,0,0.5,0.5,1,1,1,1,2,"0","0","1",27120200
"402","Skwovet",0.000377142857142857,86,"Normal","",275,70,55,55,35,35,25,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"403","Slaking",0.177627142857143,47163,"Normal","",670,150,160,100,95,65,100,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"404","Slakoth",0.000473333333333333,96,"Normal","",280,60,60,60,35,35,30,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,"0","0","0",27120200
"405","Sliggoo",0.00605857142857143,1560,"Dragon","",452,68,75,53,83,113,60,0.5,1,0.5,2,0.5,1,1,0.5,1,2,1,1,1,1,1,1,2,1,"0","0","0",27120200
"406","Sliggoo-Hisui",0.00378,97,"Fire","Rock",350,60,75,45,65,50,55,1,0.5,4,1,1,2,0.5,0.25,0.5,0.5,1,1,1,0.5,2,1,0.5,4,"0","0","1",27120200
"407","Slither Wing",2.05302714285714,590758,"Bug","Fighting",570,85,135,79,85,105,81,0.5,1,1,1,1,0.5,1,2,0.5,1,2,1,0.5,4,1,1,2,0.5,"1","0","0",27120200
"408","Slowbro",0.7312,202641,"Water","Psychic",490,95,75,110,100,80,30,2,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,2,2,1,1,0.5,1,1,"0","0","0",27120200
"409","Slowbro-Galar",0.10564,2710,"Poison","Psychic",490,95,100,95,100,70,30,0.5,1,1,1,1,0.25,0.5,1,1,1,1,2,2,1,1,1,0.5,2,"0","0","0",27120200
"410","Slowking",4.15977285714286,968047,"Water","Psychic",490,95,75,80,100,110,30,2,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,2,2,1,1,0.5,1,1,"0","0","0",27120200
"411","Slowking-Galar",2.06517,52977,"Poison","Psychic",490,95,65,80,110,110,30,0.5,1,1,1,1,0.25,0.5,1,1,1,1,2,2,1,1,1,0.5,2,"0","0","0",27120200
"412","Slowpoke",0.00207285714285714,486,"Water","Psychic",315,90,65,65,40,40,15,2,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,2,2,1,1,0.5,1,1,"0","0","0",27120200
"413","Slowpoke-Galar",0.00027,7,"Psychic","",315,90,65,65,40,40,15,1,1,1,1,1,0.5,1,1,2,1,0.5,2,2,1,1,1,1,1,"0","0","0",27120200
"414","Smoliv",0.00109571428571429,286,"Grass","Normal",260,41,35,45,58,51,30,0.5,1,0.5,1,0.5,2,2,2,2,2,1,0,1,2,1,1,1,0.5,"0","0","0",27120200
"415","Sneasel",0.00496,1193,"Dark","Ice",430,55,95,55,35,75,115,1,1,1,1,1,4,1,2,2,0.5,0,0.5,0.5,1,2,2,2,1,"0","0","1",27120200
"416","Sneasel-Hisui",0.00265,68,"Fire","Rock",350,60,75,45,65,50,55,1,0.5,4,1,1,2,0.5,0.25,0.5,0.5,1,1,1,0.5,2,1,0.5,4,"0","0","1",27120200
"417","Sneasler",3.30134,84688,"Fighting","Poison",510,80,130,60,40,80,120,0.5,1,1,1,1,0.5,0.5,1,0.25,1,4,1,0.5,2,0.5,1,1,2,"1","0","1",27120200
"418","Snom",0.00254714285714286,653,"Ice","Bug",185,30,25,35,45,30,20,0.5,1,1,1,1,1,1,4,1,0.5,1,1,1,2,4,2,1,0.5,"0","0","0",27120200
"419","Snorunt",0.00034,87,"Ice","",300,50,50,50,50,50,50,1,1,1,1,1,2,1,2,1,0.5,1,1,1,1,2,2,1,1,"0","0","1",27120200
"420","Snover",0.00289571428571429,732,"Grass","Ice",334,60,62,50,62,60,40,0.5,1,0.5,1,0.5,2,2,4,2,1,1,1,1,2,2,2,1,0.5,"0","0","0",27120200
"421","Sobble",0.00023,6,"Water","",310,50,40,40,70,40,70,2,1,0.5,1,2,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,"1","0","0",27120200
"422","Spewpa",0.000487142857142857,127,"Bug","",213,45,22,60,27,30,29,0.5,1,1,1,1,0.5,1,2,1,1,1,1,1,2,2,1,1,0.5,"0","0","0",27120200
"423","Spidops",0.791804285714286,229722,"Bug","",404,60,79,92,52,86,35,0.5,1,1,1,1,0.5,1,2,1,1,1,1,1,2,2,1,1,0.5,"1","0","1",27120200
"424","Spiritomb",0.189328571428571,53014,"Ghost","Dark",485,50,92,108,92,108,35,1,0,1,1,1,0,0.5,1,1,1,0,1,1,1,1,1,2,1,"0","0","0",27120200
"425","Spoink",0.000671428571428571,192,"Psychic","",330,60,25,35,70,80,60,1,1,1,1,1,0.5,1,1,2,1,0.5,2,2,1,1,1,1,1,"0","0","0",27120200
"426","Sprigatito",0.00304714285714286,847,"Grass","",310,40,61,54,45,45,65,0.5,1,0.5,1,0.5,1,2,2,2,2,1,1,1,2,1,1,1,0.5,"1","0","0",27120200
"427","Squawkabilly",0.155755714285714,45382,"Normal","Flying",417,82,96,51,45,51,92,0.5,1,1,1,2,1,1,1,0.5,2,1,0,1,1,2,1,1,0,"1","0","0",27120200
